Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
2401,4,16,30,7,738,198,208,146,1158,6
2916,269,10,0,0,2184,195,244,188,1617,2
3157,353,9,85,15,1140,204,224,158,2244,2
2855,186,5,324,28,782,221,243,158,511,2
3175,113,13,170,10,3979,241,227,113,537,1
2300,113,26,60,29,1092,254,203,59,1142,6
2699,79,10,228,16,297,233,223,121,1110,2
3220,79,12,0,0,1851,236,217,110,272,1
3234,341,19,255,60,1853,177,208,168,1931,2
3001,343,13,0,0,3395,194,220,165,1040,1
3003,100,13,90,26,4484,241,222,110,134,2
3092,54,11,67,7,3231,226,217,123,1319,1
3159,108,14,108,14,2434,244,222,104,3017,1
3280,310,15,301,78,5160,179,229,190,1421,2
3267,144,18,210,43,2832,242,234,114,3047,7
3268,312,22,0,0,5520,157,219,200,849,1
3037,277,12,212,13,5604,186,242,195,2016,2
2924,151,6,360,48,3428,228,240,145,3655,2
2438,124,14,30,-5,1779,242,229,114,216,3
2744,24,17,300,5,1260,208,200,124,2213,2
3192,252,6,42,3,5880,207,244,176,1493,2
2928,68,15,330,-40,391,234,209,102,860,1
3033,329,17,42,12,1260,178,218,179,1061,2
2930,74,21,247,55,350,240,194,75,1442,2
3262,214,5,390,83,4688,215,245,167,3065,1
2819,170,8,268,23,2460,226,244,150,1613,2
2487,215,31,124,50,175,173,250,196,895,2
2989,287,18,30,0,607,168,236,207,1857,1
2896,92,11,150,23,3340,238,222,114,4710,2
2697,160,11,313,142,2481,231,242,141,1072,3
3003,142,11,42,0,2903,236,238,131,1584,1
2958,337,12,283,48,1082,194,224,169,2886,1
3339,240,8,360,28,973,206,247,179,1590,1
2995,324,12,120,5,277,189,227,177,234,1
2502,40,11,0,0,1836,221,215,127,927,6
3116,51,15,0,0,1535,226,206,109,1839,1
2946,139,5,0,0,1087,228,238,144,1095,2
3137,343,11,228,4,1952,199,224,164,871,1
3119,324,11,60,5,541,193,229,175,930,1
3279,93,5,0,0,1201,228,232,138,2325,1
3053,340,6,484,86,702,207,231,163,671,2
2814,104,12,277,18,2400,240,225,114,1550,2
2950,39,3,134,11,2072,220,232,149,1973,1
2908,145,4,417,55,3909,225,239,149,3369,2
2766,9,5,42,-1,1860,215,230,153,2812,2
2795,141,19,42,11,3156,244,231,108,2581,2
3050,90,14,503,23,6663,240,218,105,2730,2
3047,326,9,190,13,3628,199,231,171,849,1
2690,129,9,67,-2,1889,235,235,130,218,3
2777,333,7,127,3,1591,203,230,166,1548,1
2637,255,5,180,60,1379,209,243,172,1379,2
2822,9,7,42,-2,1482,212,225,151,2506,2
3211,302,14,120,51,4857,181,233,192,849,1
3086,19,9,297,50,2234,214,222,144,1253,1
3199,38,11,313,51,5587,220,216,130,2372,2
3113,45,11,30,0,5190,223,217,127,2215,1
2875,5,8,95,2,1664,210,225,152,1189,1
2915,83,8,335,51,2230,231,227,128,661,2
3607,339,13,335,113,1965,191,221,168,2407,7
3178,18,10,450,-12,3918,212,219,143,3824,1
2954,219,3,0,0,1290,216,243,164,323,2
2831,215,32,228,129,2688,170,249,196,1008,2
2777,274,3,361,50,2087,211,240,167,1465,2
3117,354,6,488,-60,757,209,229,158,1026,1
2939,329,18,201,22,3594,173,215,180,1490,2
3408,348,10,569,69,1473,201,223,161,1442,7
2327,96,19,516,33,1398,247,209,84,972,4
2938,29,10,201,-10,2089,217,219,137,331,2
2786,187,23,480,50,1308,216,250,156,779,2
2979,18,2,30,0,1015,217,234,154,2271,2
3011,107,22,212,75,582,251,207,71,2766,1
3146,15,11,162,11,541,211,218,143,2457,2
3130,330,8,240,-16,663,201,231,169,1243,1
2540,154,14,60,17,690,236,240,130,216,2
2788,13,13,30,3,1159,207,212,141,3021,1
2890,65,18,537,79,1790,234,201,93,2848,2
3299,357,14,418,47,4508,198,214,154,858,1
3036,246,5,162,1,2294,210,243,171,1187,1
2501,30,13,30,2,1253,216,211,129,4436,2
2906,112,4,371,26,3725,227,235,142,3976,2
2994,131,14,234,72,1421,242,232,116,1679,2
2330,338,9,218,114,685,200,227,166,1101,6
2808,168,8,216,44,1693,227,243,150,1256,2
3222,357,18,576,67,1290,189,205,151,1668,1
2410,240,21,30,4,949,176,252,209,1200,3
2751,335,15,382,105,2069,185,218,172,2163,6
2846,139,17,108,26,2724,243,233,113,2148,2
3037,74,7,162,19,6423,229,227,132,3050,2
3023,127,11,190,43,1154,239,232,122,2359,2
3047,27,13,42,3,6561,214,212,132,3059,2
3004,79,5,524,115,2489,226,231,139,1746,2
3052,33,18,408,6,3046,214,198,114,228,1
3034,47,23,247,69,5075,221,183,84,2379,1
3315,117,17,558,92,3072,246,222,99,2760,1
2879,30,4,268,21,3415,218,231,149,3151,2
3288,58,17,540,37,850,230,203,100,2613,1
3176,57,8,90,-6,2486,226,223,132,1359,1
2974,135,2,120,1,2505,223,238,151,1866,1
3179,245,16,216,42,830,185,251,201,4829,2
2601,126,13,30,5,3131,241,231,116,2431,1
2913,20,5,0,0,1651,217,229,150,1788,1
3122,3,15,95,9,2362,198,209,147,2285,1
2355,66,21,255,34,930,235,193,80,767,3
2788,131,5,335,55,655,228,237,143,2461,2
2950,91,13,42,5,571,240,218,106,2477,2
3053,275,15,547,142,5240,177,242,204,702,2
2790,219,24,30,18,1781,186,254,195,1209,5
3277,285,8,30,5,1631,198,240,182,1371,1
3230,121,18,30,-4,1723,248,223,96,2676,1
3231,281,8,402,51,800,199,241,182,342,1
2630,260,20,90,44,1379,166,246,216,1392,3
2988,180,9,404,62,5510,224,246,155,3289,2
2674,64,12,335,57,841,231,215,115,782,2
2699,48,7,42,-2,2385,223,225,138,537,5
3175,67,7,30,6,1642,228,226,132,573,1
3011,106,12,716,-53,1183,240,226,114,1140,2
3177,171,22,108,39,722,229,244,135,2444,2
3159,18,10,283,17,3154,213,220,143,4537,1
3016,214,21,150,8,2215,196,254,187,1825,2
3166,279,12,458,110,3104,187,242,194,218,2
3191,59,10,247,46,339,228,219,124,2185,1
3155,161,11,85,2,3380,232,243,141,616,2
2986,144,12,30,-3,785,237,238,129,1445,2
3415,343,13,150,40,1744,192,219,165,1984,7
2948,319,17,30,13,1482,174,222,187,2268,1
3104,322,20,350,95,725,166,216,188,1746,1
2697,49,17,85,19,1326,225,201,104,1528,2
3211,285,5,0,0,886,205,240,174,1230,1
2770,104,9,90,0,934,236,229,124,2379,2
3017,337,23,446,110,3328,162,201,174,1530,1
3258,38,8,633,67,5735,220,223,138,2703,2
3021,8,14,636,126,1167,202,210,143,1895,1
3220,190,7,175,8,5711,220,245,160,1103,1
3133,171,8,124,8,3124,226,244,151,1316,2
3113,18,6,658,32,1994,216,227,149,2632,1
3313,353,15,492,92,3346,193,213,157,2717,1
3257,160,16,371,69,1031,235,242,133,2513,2
3268,89,20,524,44,1036,245,205,80,2090,1
2918,46,16,509,-9,1894,223,202,108,3031,1
3117,331,12,30,7,1041,190,224,173,2102,2
2958,44,24,384,135,525,218,181,85,743,2
2740,135,7,30,-4,2263,232,237,137,1471,2
3058,276,10,30,7,2106,194,242,187,1307,1
2962,196,6,319,53,5799,219,245,162,2942,2
3229,0,10,0,0,4234,205,221,153,1092,1
2461,321,23,234,-10,658,155,211,193,1319,6
2835,355,20,150,39,2546,183,201,152,1657,2
2728,31,6,201,17,2281,219,228,145,4302,2
2558,67,5,518,32,900,226,229,138,3784,2
3178,191,20,60,11,2207,215,251,161,1451,1
3113,191,19,127,23,5336,216,251,161,1410,1
3449,327,24,30,10,1671,155,205,186,1981,7
3289,0,10,351,66,4549,205,221,153,2110,1
3225,187,6,150,12,5977,221,244,158,997,1
2644,27,6,361,4,957,217,226,145,892,3
2805,201,16,150,29,1890,212,252,171,2220,2
2894,291,17,30,8,5115,171,235,204,1252,2
3008,322,15,192,54,446,180,223,183,631,2
2705,94,7,150,24,1572,232,229,130,3543,2
2901,280,7,228,47,3371,201,241,179,2682,1
2866,55,21,150,68,162,228,191,87,1410,1
3237,160,26,218,47,4189,236,235,112,3030,1
2520,326,11,127,40,258,194,228,174,1610,6
2890,64,18,108,21,1889,234,201,94,2135,2
2974,293,2,210,20,5046,214,238,162,2563,1
2616,255,13,421,141,2240,189,248,197,391,3
2998,272,16,256,48,1592,177,243,205,3328,1
2690,24,12,42,-3,832,213,214,135,2042,2
2458,321,20,85,26,722,166,217,189,1742,2
2574,156,8,120,20,789,229,241,145,721,2
2554,191,19,90,15,1176,216,251,161,1879,3
2883,88,21,532,126,582,246,201,75,1578,5
3429,189,24,67,19,1199,214,250,157,1110,7
3419,327,17,510,63,1826,176,218,181,552,7
3171,127,24,277,59,3554,251,216,77,283,1
2713,154,10,67,0,1299,232,241,139,2066,2
2759,80,17,390,42,577,240,207,91,2609,2
3174,112,16,85,20,5149,246,221,99,1158,1
3376,203,10,190,7,3007,215,250,168,1981,1
3265,187,9,256,25,3292,221,247,159,1253,2
2806,114,11,153,18,466,239,229,119,2619,2
3257,183,10,108,-1,3303,223,247,156,1544,1
3133,315,16,30,13,2598,175,225,189,564,1
2959,325,6,0,0,3704,206,234,167,2531,1
3130,13,14,201,36,677,206,211,141,1746,2
2854,172,21,458,66,1560,228,244,137,1556,2
3004,353,21,150,55,1410,180,199,154,1243,2
3183,238,25,757,92,4161,166,251,215,990,2
3070,179,9,646,36,6269,224,246,154,3280,2
2681,14,8,175,3,1560,213,224,148,1320,3
3290,196,7,408,63,3867,219,246,162,2424,1
3453,151,24,182,46,4070,242,232,105,3934,7
2824,205,23,283,141,1127,199,253,179,1795,5
3021,236,7,335,-18,3085,208,247,176,811,1
2804,27,8,277,82,2418,217,223,142,1833,2
2852,228,17,124,17,664,193,253,194,524,1
2789,123,13,360,28,1538,241,230,115,1129,3
2657,238,12,30,6,1824,198,250,189,342,3
3220,99,6,90,1,3020,230,232,136,2349,7
2985,93,12,210,53,2140,239,221,110,752,2
3089,9,15,190,43,4751,202,209,142,691,2
2770,118,12,90,19,1967,241,229,116,3463,2
2626,153,8,175,96,1443,231,241,142,1318,2
2860,60,14,417,49,1673,230,210,109,2955,2
3123,131,14,295,93,2676,242,232,116,3155,1
2962,59,11,295,13,4398,228,217,120,4029,1
3132,39,15,120,17,182,219,207,119,2112,2
2982,72,4,134,0,2888,224,232,144,1879,2
2894,89,25,210,92,210,248,191,57,1055,2
2672,107,14,60,4,2430,243,223,106,708,2
3005,86,11,300,-16,1187,236,222,117,666,2
3163,77,12,404,47,1986,235,218,113,3065,1
3386,193,19,300,94,4413,215,251,163,3013,1
2837,63,14,90,13,5439,232,211,109,4569,1
2843,162,21,0,0,3008,235,240,125,1368,2
2611,21,23,210,63,361,197,184,115,1370,6
3198,23,18,503,7,3790,207,200,124,2907,2
2405,331,22,120,67,1203,162,206,181,900,3
3135,105,11,351,89,300,238,227,118,1804,2
2529,217,30,42,23,1699,174,252,198,417,3
3003,115,9,30,7,967,236,232,127,1598,2
2620,174,5,95,8,666,223,242,155,1087,2
2805,198,12,67,8,1965,216,250,167,2255,2
3063,337,12,30,-1,1020,195,224,168,272,1
3210,96,7,382,44,4149,232,230,131,1218,2
2648,191,27,95,33,1980,207,248,158,1149,2
3110,51,6,277,29,1645,223,227,139,3034,1
3221,97,23,124,55,1463,250,201,68,1385,2
2901,24,9,30,-1,920,215,220,141,2106,2
2735,37,14,120,4,1403,219,208,122,582,2
3204,191,15,30,7,888,218,250,162,2041,1
3151,68,19,484,76,4435,236,200,88,3187,1
2983,302,20,85,28,2128,161,227,205,1036,2
3047,135,1,190,0,2818,221,238,153,765,2
3021,39,12,90,-2,3577,220,213,126,2697,1
3001,66,15,30,0,959,233,210,105,983,1
2950,86,15,524,5,741,241,214,99,1873,2
2795,85,14,42,4,1019,240,215,102,2186,2
2886,244,24,285,40,872,166,251,216,534,2
2731,328,10,256,6,1260,195,228,172,2068,2
2771,46,13,85,-1,1869,224,210,118,2823,2
2783,47,13,0,0,1902,224,212,120,1797,1
2710,165,25,190,68,1676,232,238,121,1317,2
2905,90,9,67,1,3711,233,227,125,1768,1
2654,196,15,30,-6,1800,215,251,166,1090,1
3042,331,2,247,20,2163,213,236,160,1215,2
3098,317,18,607,119,6201,169,221,191,1532,2
3218,37,5,0,0,3072,220,229,146,1848,1
2792,15,18,85,0,2777,201,200,132,1965,2
2868,140,13,60,0,1708,239,236,125,2081,5
2704,138,6,285,1,1560,230,238,141,779,2
3115,352,26,170,58,993,166,186,151,2028,1
3173,11,5,60,0,3271,215,230,152,3348,1
3124,79,14,210,-50,1426,238,214,104,1362,1
2952,120,20,162,60,3558,249,219,90,2869,2
2778,85,12,182,43,1626,237,220,112,2574,2
3276,247,2,379,100,3499,215,240,162,2863,1
3134,23,12,201,27,2079,213,214,136,859,1
3103,336,10,30,4,2067,198,226,168,1084,1
2996,45,7,362,64,3208,222,225,138,947,2
2402,131,15,134,56,182,243,231,112,624,3
3106,120,15,323,65,1321,245,226,105,1176,1
3182,5,3,421,87,5033,216,234,155,2077,1
2298,177,22,124,44,987,225,246,143,350,3
2903,124,12,30,-2,1224,240,231,118,1507,2
2357,19,19,0,0,511,202,196,125,1201,2
2371,286,17,90,32,175,170,237,207,721,3
3111,100,22,319,49,3763,250,205,73,768,2
2722,101,12,42,-6,1567,240,224,112,1012,2
3116,106,10,95,8,5328,237,228,122,832,2
2882,123,15,124,41,912,244,228,110,1978,2
2913,258,22,85,13,3108,163,246,218,2040,1
3143,73,11,0,0,4676,233,218,115,2989,1
3163,311,5,212,57,2148,206,236,169,600,2
3184,26,8,295,25,2445,216,222,142,2424,1
2988,250,13,552,72,5560,192,249,195,3931,2
3188,253,5,212,18,5797,209,243,173,1948,2
2843,15,14,162,2,658,207,211,139,1250,2
3240,262,7,503,57,5783,204,244,179,1999,1
3360,13,4,258,71,3530,215,231,152,1592,1
2905,289,17,42,8,1321,170,236,205,702,2
2316,50,12,256,92,1115,225,214,121,324,3
2994,108,9,124,32,218,236,230,125,1048,1
2689,333,21,95,27,2069,166,208,178,4549,2
2903,310,15,30,5,3453,178,229,190,1489,2
3159,338,9,771,-15,4082,201,228,166,3944,1
3012,213,8,258,-28,2324,213,248,171,1195,2
3218,27,14,366,66,2373,213,208,128,1357,1
3391,325,19,190,48,4201,170,216,184,3762,7
2938,130,8,182,25,3677,234,236,134,4476,2
3033,103,3,382,117,3009,225,235,145,1959,1
3153,88,23,108,28,1477,247,195,64,2495,1
3057,111,11,124,31,702,238,229,119,391,2
3265,32,21,331,94,5299,210,190,108,1501,2
3139,344,14,42,5,2681,192,218,164,598,1
3173,90,7,124,11,3005,231,229,130,3584,1
3034,345,11,272,59,5234,198,222,163,3757,1
3129,105,5,242,33,5366,228,234,140,757,1
2759,204,3,277,15,2610,218,242,161,1812,2
2980,50,7,295,11,2556,224,224,135,1426,1
2908,140,18,175,62,2128,244,232,111,1397,2
2981,297,7,390,60,1731,201,238,176,612,2
2886,16,11,127,25,2763,211,217,142,2089,2
3080,84,15,242,39,1214,240,212,98,1279,1
2913,100,19,450,117,977,248,210,83,872,2
2901,313,22,162,14,1842,155,217,199,2599,2
3113,356,10,192,33,3565,204,222,156,2783,1
3187,105,13,256,82,1180,241,224,110,2295,1
2685,184,30,190,77,1919,211,243,144,1337,2
3143,60,19,170,54,1539,231,197,90,1445,2
3067,78,12,124,0,6578,235,219,114,3092,2
3296,211,23,124,36,2399,195,254,185,636,7
3297,97,19,480,15,1981,247,210,85,2408,1
3291,90,5,90,2,4838,228,231,137,467,2
2978,261,17,277,16,5803,177,247,207,1921,2
2529,95,6,400,26,871,229,231,136,1266,5
3212,36,17,150,2,858,217,201,114,1950,1
3010,330,22,430,56,277,164,208,181,891,1
2477,42,13,212,19,630,222,212,123,1360,3
2629,90,4,182,25,1717,226,233,143,840,3
3330,55,16,350,-18,3274,229,203,103,1745,7
3130,351,16,30,4,4914,189,211,158,1082,1
2826,183,21,218,63,3610,221,249,151,1463,2
3142,288,21,446,105,3212,157,233,214,1380,1
3237,111,15,180,-46,2532,244,223,104,3862,1
3212,217,12,95,5,912,208,251,178,2385,2
3077,0,14,124,20,1952,198,212,151,1812,2
3100,67,7,67,4,5449,228,226,132,990,1
2741,36,15,42,0,1723,218,206,120,997,2
3075,145,19,268,67,735,243,233,111,1368,2
2971,315,8,30,5,3281,199,234,174,2080,2
2770,67,23,60,19,792,236,187,71,2052,2
3162,57,11,664,-9,4104,228,216,120,3854,1
3033,51,6,201,10,3215,223,227,139,1657,2
2978,350,16,30,6,2571,190,212,159,760,1
3316,116,8,42,8,1441,235,232,129,3438,2
3210,9,6,485,32,5692,214,228,152,2671,2
2833,353,13,408,80,2616,196,216,157,2696,2
2799,33,14,420,77,2382,216,208,124,2466,2
2989,307,14,85,13,2568,180,231,190,924,2
2950,36,8,124,-7,3747,220,221,137,1504,2
2630,14,22,218,-36,1714,193,188,125,1560,2
2512,171,8,124,31,1048,226,244,151,4621,2
2351,92,16,90,1,335,244,213,93,721,3
3167,48,11,85,-18,2026,224,216,124,2147,1
2828,306,11,270,126,1357,189,234,184,1351,2
3418,229,22,722,-48,3384,181,254,203,2624,1
3194,2,11,365,122,2045,205,219,151,2160,2
3107,316,14,85,6,5218,182,227,185,618,1
2888,21,21,134,35,2227,202,192,120,2015,1
3185,91,9,283,45,759,235,226,122,2379,1
3240,45,12,499,95,2522,223,214,123,3388,1
3091,3,20,451,22,1399,188,197,143,3602,1
3391,243,12,301,51,3062,196,250,190,1926,1
3183,31,6,212,-2,1273,219,228,145,511,1
3217,194,9,484,55,706,219,247,163,365,1
3117,177,5,603,55,319,222,242,155,1650,2
2609,57,16,212,60,162,229,204,103,1034,2
3336,53,9,630,-26,513,226,220,128,511,1
2988,354,10,30,6,6025,204,223,157,3407,2
3073,3,13,420,6,2430,202,215,149,1207,1
2334,336,16,42,7,256,184,217,172,849,3
2939,102,18,60,7,1932,247,213,87,2871,2
2895,90,6,256,14,2018,229,231,136,2908,2
2927,52,11,300,47,3444,226,216,123,4629,2
3106,173,11,180,-9,6273,227,245,149,2504,2
2896,157,21,150,49,1608,238,238,119,2496,2
3121,288,15,192,27,134,178,238,200,912,1
3221,324,8,361,-4,5483,200,231,171,1754,1
3039,336,18,67,-4,930,176,212,174,2053,1
3008,50,16,376,92,4688,225,202,106,3707,1
3214,121,14,466,123,5345,243,228,112,1477,1
3171,288,7,300,39,1110,201,240,178,1861,2
3034,24,5,0,0,4170,217,230,149,2444,2
3249,106,13,589,-15,785,242,224,109,2670,1
3092,153,22,339,92,600,240,235,112,1528,2
2318,207,10,30,4,537,214,249,170,644,4
3160,17,13,720,143,1776,208,211,138,2506,1
3031,353,6,30,2,1019,210,230,158,2096,2
2969,337,10,524,54,2827,199,227,167,1475,2
3051,31,6,379,8,1650,219,228,145,2739,1
2788,151,15,390,27,1577,238,239,127,1172,3
2690,123,17,90,0,1699,246,225,101,2420,2
2954,197,11,90,17,2377,217,250,166,973,1
2675,174,21,256,145,2401,227,245,139,1048,3
2938,15,5,182,31,3549,215,229,150,4752,2
3277,274,7,350,71,4972,202,242,179,997,2
3057,228,16,408,52,5920,194,253,193,1749,2
3112,122,4,319,31,1282,228,236,143,2692,1
2975,41,13,424,59,4618,221,210,122,4038,1
3236,98,14,330,98,1785,242,219,103,2546,1
3116,146,11,90,-2,1932,235,239,134,2123,2
2505,353,18,319,139,870,187,206,155,1477,2
2504,260,16,120,21,424,181,247,204,582,2
3255,132,18,67,15,5235,246,228,103,454,2
2929,108,17,67,7,3523,247,218,95,2758,2
2939,121,1,30,0,1355,221,237,152,446,2
3061,76,15,242,-1,2120,238,210,99,1554,1
3341,4,13,85,13,3654,202,214,148,2870,7
2857,77,4,570,-79,3578,226,231,141,1513,2
3099,266,10,443,-16,2301,195,245,188,2605,2
3049,48,14,300,11,1806,224,210,117,1234,1
3094,203,17,234,28,1731,209,253,174,685,1
3035,134,24,192,53,882,249,221,85,2846,1
3148,0,0,0,0,1434,218,238,156,671,1
3450,59,13,631,101,3460,230,211,112,1376,7
3037,359,21,240,-7,1337,183,195,146,693,1
2726,61,6,60,-2,1310,225,228,137,2007,1
2831,121,4,30,-2,5515,227,236,144,4656,1
3150,282,14,664,42,5910,180,240,199,1293,2
3139,228,26,330,127,2247,173,253,207,1739,1
2654,149,22,636,-8,655,242,233,108,1325,3
3159,82,12,426,49,1924,237,219,111,3115,1
3018,2,6,218,21,2632,211,228,154,859,1
3173,140,20,212,28,382,245,230,104,2271,1
3216,59,1,90,3,6015,220,235,152,882,1
2759,352,11,391,108,2037,200,221,159,2101,6
2955,336,22,255,-21,4437,166,205,175,301,2
2779,208,28,150,77,2706,188,252,184,1033,2
2959,130,11,30,0,4095,238,234,125,2163,2
2747,32,9,335,9,981,218,220,137,1889,2
3012,70,5,30,4,5348,225,230,140,2313,1
3089,27,21,566,5,2832,206,190,112,2700,2
3125,52,16,242,28,4837,227,203,105,2746,1
2800,39,15,297,58,1627,219,206,118,2579,2
3014,353,19,108,32,1332,185,205,155,1361,2
3050,111,7,420,46,5658,233,232,131,4133,1
3250,159,22,395,101,1350,237,238,120,1703,1
3240,256,6,607,100,2049,206,244,176,2039,1
3279,42,7,551,80,636,221,225,138,1176,1
2331,47,22,270,124,228,221,187,90,1466,3
3210,90,3,42,-2,2820,225,234,145,711,1
2554,82,13,277,17,553,237,217,108,604,2
3076,321,3,30,5,1832,212,236,163,437,2
3080,2,8,361,63,1611,209,225,154,1044,2
3001,26,15,309,142,1376,212,205,127,3271,1
2697,84,21,212,11,1410,245,199,73,603,2
2712,160,10,85,10,1779,231,242,142,997,2
3076,97,13,295,37,4443,241,221,108,2529,2
2955,88,9,42,-4,4977,234,226,124,4121,1
3234,325,13,0,0,4380,188,226,177,1440,1
2722,58,3,0,0,3342,222,233,147,1575,1
2919,83,18,558,45,1825,242,206,86,2736,2
3301,72,9,180,-33,1952,231,223,125,3131,1
2616,349,19,511,75,658,183,206,159,2646,2
3203,31,18,716,-20,892,213,198,116,1884,1
2735,3,4,228,4,1032,214,232,155,955,2
2634,17,17,124,33,1421,204,203,132,1994,2
3226,10,7,150,12,5568,213,227,151,850,1
2706,189,12,153,16,1650,220,249,160,3905,2
3087,107,5,457,16,1811,229,234,139,2318,2
2817,43,10,42,2,1167,222,218,130,437,2
3097,106,16,67,14,1761,246,218,96,2470,2
2871,352,16,277,76,1758,189,210,157,1693,6
2923,130,4,384,38,1566,226,237,145,1209,2
2340,61,25,90,35,1179,231,181,68,1288,6
2665,80,9,218,18,1816,233,223,122,1816,3
2833,71,12,190,54,3330,233,216,113,745,2
2652,31,22,150,51,785,208,186,105,1806,2
2888,306,20,120,20,1006,162,225,202,785,2
3453,158,11,503,0,1482,232,242,140,3805,1
3138,93,4,30,-1,2069,226,233,142,591,1
2922,61,7,30,8,3650,226,225,133,2227,2
2652,48,13,350,19,3186,224,212,120,2970,1
3040,332,10,60,2,2486,196,227,170,828,1
3226,327,8,0,0,5810,200,231,170,752,1
2579,4,13,330,31,591,202,214,148,2922,2
3431,181,13,466,85,2820,224,248,154,1664,1
2897,307,7,400,99,1921,201,236,175,931,2
3150,194,8,108,4,210,219,247,162,1478,1
3055,135,5,484,22,1570,229,238,143,2719,2
2350,230,23,67,27,1441,178,254,205,698,6
3080,3,5,127,5,3247,214,231,155,1041,2
2656,85,24,60,26,1040,246,193,63,1173,2
3078,309,12,283,-42,2043,186,232,186,2242,2
3256,342,21,443,143,3688,172,204,168,3541,7
2993,43,8,30,5,2219,222,222,135,1460,2
3062,319,9,124,15,3273,198,232,174,404,1
3060,65,5,484,63,2925,225,230,140,764,1
2750,120,20,124,-1,474,250,218,87,342,5
3011,287,9,474,96,2732,196,240,183,1572,2
2873,332,15,108,26,5907,184,220,175,4589,2
2762,70,8,300,11,1834,229,225,129,685,2
2753,136,25,170,-45,518,249,221,84,342,5
2581,326,14,170,36,240,185,224,178,1620,2
2756,225,0,42,0,2912,218,238,157,2219,2
3000,356,25,182,24,5076,170,185,146,1308,2
3100,345,11,150,22,1921,199,223,163,1831,1
3073,341,10,134,19,3695,199,225,165,2698,1
3110,42,13,272,19,1866,222,210,121,960,1
2929,124,12,0,0,4407,240,231,118,1852,2
3361,81,16,297,76,1872,240,209,95,1766,1
3149,113,15,309,20,3294,245,223,104,4814,2
3237,349,10,85,5,2022,202,223,160,258,7
2958,58,6,319,19,2468,225,227,137,2280,2
2760,351,11,60,11,2030,199,221,159,2761,2
2962,39,9,67,13,5304,221,219,133,2503,1
3386,101,21,170,24,2512,250,206,74,2037,7
2995,50,11,60,6,4447,225,217,125,1040,2
3155,270,7,60,6,1224,203,242,179,458,1
3295,24,16,752,92,1983,210,204,127,765,1
2655,82,8,384,104,607,232,225,126,1634,2
3221,301,11,255,9,895,188,235,187,2312,2
2549,6,19,402,136,960,193,199,140,1626,2
3292,94,14,371,63,470,241,219,105,674,2
2786,12,11,390,9,778,209,217,145,691,2
3224,235,19,661,133,4094,184,253,202,874,2
3025,295,11,242,53,2329,189,237,188,1048,2
3268,261,12,277,48,3486,189,246,195,1820,1
3149,62,15,30,12,819,231,209,106,2280,1
3045,220,24,511,79,1273,185,254,197,684,2
3014,40,11,537,13,3849,221,216,128,4677,1
2765,321,6,30,5,2329,204,234,169,2842,2
2669,95,12,90,10,1307,239,222,112,872,2
3333,297,7,379,65,3173,199,238,178,1818,1
3239,312,14,696,21,3550,183,229,187,1218,1
3222,100,22,67,18,1765,250,204,72,1606,1
3089,49,10,60,8,4860,224,218,126,2398,2
3043,106,7,742,-27,1442,232,232,132,1068,2
3188,226,18,594,127,6084,192,254,194,1691,2
3018,4,12,201,9,3632,204,216,149,2142,2
2520,78,13,175,37,212,236,216,109,1747,3
3318,322,17,60,12,2191,176,222,185,1513,1
3162,115,9,240,20,3072,236,232,127,4497,1
3353,54,7,551,42,849,224,225,136,2490,7
3122,35,13,295,46,706,218,211,126,1599,2
2851,88,25,120,49,120,248,190,56,968,2
3109,173,9,150,-6,6264,226,245,151,2483,2
2375,90,13,42,7,1182,240,219,107,691,3
2850,153,8,150,19,4478,230,241,143,4833,2
2663,97,19,443,119,1124,247,210,85,1460,2
